transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime_x,payAmount,customerAge,tripDuration,num_stops,day_of_week,hour,age_group,peak_status,route,current_week,cohort_week,cohort_index,weeks_diff,transaction_date,tapOutTime_y,Recency,Frequency,Monetary,AverageTransactionValue,FirstTransaction,LastTransaction,LifespanDays,LifespanWeeks,CLV,retention_rate
XIPU145A8T92NV,30136816489518,bni,Ian Prasasta,F,1990,4F,Pinang Ranti - Pulo Gadung,0.0,B03325P,SD Jatinegara Kaum,-6.19781,106.90496,46,B02848P,Pintu Kawasan 2,-6.1896,106.90629,49.0,2023-04-14 06:13:52,3500.0,34,53.71666666666667,3.0,Friday,6,30-49,Off-Peak,SD Jatinegara Kaum to Pintu Kawasan 2,2023-04-10,2023-04-03,1,1,2023-04-14 06:13:52,2023-04-28 19:37:59,2,37,129500.0,3500.0,2023-04-03 06:49:15,2023-04-28 06:03:47,24,3.4285714285714284,459524.0778688524,0.9026548672566371
XWXV108L9Q86ZS,4575486841940,online,Zalindra Rahmawati,M,1987,JAK.25,Kp. Rambutan - Kalisari,0.0,B03557P,Sbr. Gg. Rezeki Cijantung,-6.32655,106.85576,23,B00423P,Gg. Bidan Baru,-6.327013,106.85027,29.0,2023-04-14 07:00:56,0.0,37,53.03333333333333,6.0,Friday,7,30-49,Peak,Sbr. Gg. Rezeki Cijantung to Gg. Bidan Baru,2023-04-10,2023-04-03,1,1,2023-04-14 07:00:56,2023-04-28 06:03:47,2,34,0.0,0.0,2023-04-03 06:42:12,2023-04-28 18:17:31,25,3.5714285714285716,0.0,0.9026548672566371
GMJN256G0D44MW,4120255279087511,dki,"Prima Simanjuntak, S.I.Kom",M,1987,B21,Bekasi Timur - Cawang,0.0,B05768P,Tol Bekasi Timur 1,-6.263808,107.01671,11,P00297,BNN LRT,-6.245863,106.871143,13.0,2023-04-14 07:20:40,3500.0,37,23.8,2.0,Friday,7,30-49,Peak,Tol Bekasi Timur 1 to BNN LRT,2023-04-10,2023-04-03,1,1,2023-04-14 07:20:40,2023-04-28 18:33:31,2,36,126000.0,3500.0,2023-04-03 06:24:08,2023-04-28 18:15:28,25,3.5714285714285716,447104.50819672126,0.9026548672566371
JNWY212P3T22EH,180032476190454,emoney,"R.A. Farhunnisa Firmansyah, M.Pd",F,1996,6B,Ragunan - MH Thamrin via Semanggi,1.0,P00261,Tosari,-6.196892,106.82309,2,P00085,Jati Padang,-6.285431,106.82626,12.0,2023-04-14 06:27:50,3500.0,28,53.85,10.0,Friday,6,18-29,Off-Peak,Tosari to Jati Padang,2023-04-10,2023-04-03,1,1,2023-04-14 06:27:50,2023-04-28 17:29:47,2,32,112000.0,3500.0,2023-04-03 06:06:12,2023-04-28 19:00:37,25,3.5714285714285716,397426.22950819664,0.9026548672566371
YSAS289K5I06UO,3535601073732219,dki,R. Unggul Halimah,F,1986,JAK.64,Lenteng Agung - Aseli,1.0,B03899P,Sbr. Kec. Jagakarsa,-6.334583,106.8216,19,B00868P,Jln. Aselih,-6.347277,106.79695,37.0,2023-04-14 06:08:00,0.0,38,42.833333333333336,18.0,Friday,6,30-49,Off-Peak,Sbr. Kec. Jagakarsa to Jln. Aselih,2023-04-10,2023-04-03,1,1,2023-04-14 06:08:00,2023-04-27 07:31:35,3,28,0.0,0.0,2023-04-03 06:30:30,2023-04-28 05:55:14,24,3.4285714285714284,0.0,0.9026548672566371
RMWQ987Q5T92EK,4371940047525876160,brizzi,Zelda Laksita,M,2009,JAK.30,Grogol - Meruya via Roxy,1.0,B04576P,Sbr. Univ. Mercu Buana,-6.210273,106.73786,11,B05009P,Simpang Meruya Ilir 1,-6.196682,106.75517,28.0,2023-04-14 07:09:02,0.0,15,57.81666666666667,17.0,Friday,7,Under 18,Peak,Sbr. Univ. Mercu Buana to Simpang Meruya Ilir 1,2023-04-10,2023-04-03,1,1,2023-04-14 07:09:02,2023-04-28 17:05:57,2,34,0.0,0.0,2023-04-03 07:34:23,2023-04-28 18:27:38,25,3.5714285714285716,0.0,0.9026548672566371
ATFR057C8R40RP,2594772896759927,dki,R.A. Rahmi Firmansyah,M,1984,JAK.88,Terminal Tanjung Priok - Ancol Barat,1.0,B05993P,Polsek Pademangan,-6.12944,106.84317,14,B06875P,Jln. R. E. Martadinata,-6.130036,106.83429,19.0,2023-04-14 06:17:47,0.0,40,33.483333333333334,5.0,Friday,6,30-49,Off-Peak,Polsek Pademangan to Jln. R. E. Martadinata,2023-04-10,2023-04-03,1,1,2023-04-14 06:17:47,2023-04-28 18:15:28,2,31,0.0,0.0,2023-04-04 07:41:12,2023-04-28 18:15:16,24,3.4285714285714284,0.0,0.9026548672566371
JWCU989J8Y76JG,4798412351689028870,brizzi,Warsa Gunawan,F,1986,5B,Stasiun Tebet - BNN,0.0,P00015,Bidara Cina,-6.229724,106.86721,9,P00297,BNN LRT,-6.245863,106.871143,12.0,2023-04-14 05:43:29,3500.0,38,27.366666666666667,3.0,Friday,5,30-49,Off-Peak,Bidara Cina to BNN LRT,2023-04-10,2023-04-03,1,1,2023-04-14 05:43:29,2023-04-28 18:51:37,2,37,129500.0,3500.0,2023-04-03 05:49:52,2023-04-28 18:45:05,25,3.5714285714285716,459524.0778688524,0.9026548672566371
GCRI996B0H06AD,3531178674835422,dki,"R. Sadina Sinaga, S.Psi",F,1992,JAK.16,Cililitan - Condet,0.0,B06791P,SDN 11 Batu Ampar,-6.284068,106.85835,16,B02495P,Munggang 1,-6.276272,106.85299,25.0,2023-04-14 07:07:13,0.0,32,56.333333333333336,9.0,Friday,7,30-49,Peak,SDN 11 Batu Ampar to Munggang 1,2023-04-10,2023-04-03,1,1,2023-04-14 07:07:13,2023-04-28 17:58:30,2,33,0.0,0.0,2023-04-03 07:20:21,2023-04-28 19:47:02,25,3.5714285714285716,0.0,0.9026548672566371
IVBR350I5U52PX,6580235224672813,dki,Sadina Lailasari,F,1987,3,Kalideres - Bundaran HI via Veteran,0.0,P00081,Indosiar,-6.163376,106.77514,8,P00087,Jelambar,-6.166548,106.78651,9.0,2023-04-14 07:27:46,3500.0,37,50.68333333333333,1.0,Friday,7,30-49,Peak,Indosiar to Jelambar,2023-04-10,2023-04-03,1,1,2023-04-14 07:27:46,2023-04-28 19:24:33,2,34,119000.0,3500.0,2023-04-03 19:28:16,2023-04-28 18:46:10,24,3.4285714285714284,422265.36885245895,0.9026548672566371
QOTN687I1B81RK,676170059098,flazz,"Dt. Vinsen Budiyanto, S.H.",F,2009,3,Kalideres - Bundaran HI via Veteran,1.0,P00091,Jembatan Gantung,-6.155513,106.74946,8,P00201,Rawa Buaya,-6.153908,106.72619,11.0,2023-04-14 07:24:48,3500.0,15,31.966666666666665,3.0,Friday,7,Under 18,Peak,Jembatan Gantung to Rawa Buaya,2023-04-10,2023-04-03,1,1,2023-04-14 07:24:48,2023-04-28 06:01:06,2,31,108500.0,3500.0,2023-04-03 06:11:23,2023-04-28 18:04:30,25,3.5714285714285716,385006.65983606555,0.9026548672566371
VTBM541G2Z31AL,4106531301179023,dki,Jaya Narpati,M,2005,JAK.06,Kampung Rambutan - Pondok Gede,0.0,B02767P,Pertigaan Cedang 1,-6.301603,106.9125,24,B02775P,Pertigaan H. Sadjim 3,-6.305788,106.91087,35.0,2023-04-14 05:46:08,0.0,19,30.266666666666666,11.0,Friday,5,18-29,Off-Peak,Pertigaan Cedang 1 to Pertigaan H. Sadjim 3,2023-04-10,2023-04-03,1,1,2023-04-14 05:46:08,2023-04-28 17:59:56,2,34,0.0,0.0,2023-04-03 06:29:21,2023-04-28 17:24:54,25,3.5714285714285716,0.0,0.9026548672566371
MTTW616D9V67EA,4281653494791,online,Zelda Wibowo,M,1989,11D,Pulo Gebang - Pulo Gadung 2 via PIK,0.0,B00048P,Aneka PIK Penggilingan,-6.202636,106.92867,16,B05823P,United Tractors 1,-6.18326,106.93243,28.0,2023-04-14 06:22:14,3500.0,35,24.5,12.0,Friday,6,30-49,Off-Peak,Aneka PIK Penggilingan to United Tractors 1,2023-04-10,2023-04-03,1,1,2023-04-14 06:22:14,2023-04-28 06:40:41,2,37,129500.0,3500.0,2023-04-03 05:50:10,2023-04-28 19:16:50,25,3.5714285714285716,459524.0778688524,0.9026548672566371
CHNP143G7X13QE,4150186692389,online,Lili Suryatmi,M,1968,JAK.85,Bintara - Cipinang Indah,1.0,B05634P,Taman Pangkalan Jati Kalimalang,-6.24599,106.9053,4,B01677P,Jln. Teluk Mandar 2,-6.238944,106.91004,13.0,2023-04-14 05:47:42,0.0,56,35.016666666666666,9.0,Friday,5,50+,Off-Peak,Taman Pangkalan Jati Kalimalang to Jln. Teluk Mandar 2,2023-04-10,2023-04-03,1,1,2023-04-14 05:47:42,2023-04-28 18:36:34,2,33,0.0,0.0,2023-04-03 06:55:18,2023-04-28 18:08:44,25,3.5714285714285716,0.0,0.9026548672566371
HUSU191T6H90FP,3537344445143314,dki,Unjani Mulyani,F,1987,M6,Ragunan - MH Thamrin,1.0,P00164,Pejaten,-6.278404,106.82972,4,P00024,Buncit Indah,-6.274333,106.83029,5.0,2023-04-14 06:15:28,3500.0,37,54.03333333333333,1.0,Friday,6,30-49,Off-Peak,Pejaten to Buncit Indah,2023-04-10,2023-04-03,1,1,2023-04-14 06:15:28,2023-04-28 18:14:04,2,38,133000.0,3500.0,2023-04-03 06:15:07,2023-04-28 19:04:14,25,3.5714285714285716,471943.64754098357,0.9026548672566371
XEYH827Z6L79BC,2245958200404051,dki,Tgk. Hamzah Hutagalung,M,1986,3C,Rusun Kapuk Muara - Penjaringan,0.0,B03277P,Rusun Kapuk Muara,-6.135667,106.76299,0,P00170,Penjaringan,-6.126306,106.79203,1.0,2023-04-14 06:07:05,0.0,38,27.9,1.0,Friday,6,30-49,Off-Peak,Rusun Kapuk Muara to Penjaringan,2023-04-10,2023-04-03,1,1,2023-04-14 06:07:05,2023-04-28 18:30:29,2,38,0.0,0.0,2023-04-03 07:23:47,2023-04-28 18:41:34,25,3.5714285714285716,0.0,0.9026548672566371
LDJD709X3H02LZ,630465586752,flazz,Winda Puspita,M,1959,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,0.0,B05739P,The Wave,-6.214587,106.83642,7,B03396P,Kota Kasablanka,-6.224688,106.84246,11.0,2023-04-14 06:42:28,3500.0,65,59.333333333333336,4.0,Friday,6,50+,Off-Peak,The Wave to Kota Kasablanka,2023-04-10,2023-04-03,1,1,2023-04-14 06:42:28,2023-04-28 19:06:59,2,32,112000.0,3500.0,2023-04-03 07:00:33,2023-04-28 17:53:49,25,3.5714285714285716,397426.22950819664,0.9026548672566371
CPYU266U2P07JE,4543133446525763,dki,Nova Puspasari,F,1965,12A,Pelabuhan Kaliadem - Kota,0.0,P00138,Museum Fatahillah,-6.13393,106.81209,18,P00013,Kota,-6.13679,106.8149,19.0,2023-04-14 07:34:05,3500.0,59,36.38333333333333,1.0,Friday,7,50+,Peak,Museum Fatahillah to Kota,2023-04-10,2023-04-03,1,1,2023-04-14 07:34:05,2023-04-28 17:40:03,2,32,112000.0,3500.0,2023-04-03 07:15:51,2023-04-28 18:41:33,25,3.5714285714285716,397426.22950819664,0.9026548672566371
DTEG665T9W93XH,4868766606269426510,brizzi,Paulin Nugroho,M,1984,JAK.39,Kalimalang - Duren Sawit,0.0,B01625P,Jln. Swakarsa IV Pondok Kelapa,-6.243335,106.94262,36,B01984P,Klapa Village Pondok Kelapa,-6.238159,106.94153,41.0,2023-04-14 07:04:59,0.0,40,24.3,5.0,Friday,7,30-49,Peak,Jln. Swakarsa IV Pondok Kelapa to Klapa Village Pondok Kelapa,2023-04-10,2023-04-03,1,1,2023-04-14 07:04:59,2023-04-28 18:45:05,2,35,0.0,0.0,2023-04-03 07:08:13,2023-04-28 18:37:34,25,3.5714285714285716,0.0,0.9026548672566371
LORD098D1X85JA,6589314352421169,dki,"H. Rangga Santoso, S.Farm",M,1973,9A,PGC 2 - Grogol 2,1.0,P00297,BNN LRT,-6.245863,106.871143,15,P00033,Cawang UKI,-6.250309,106.8736,17.0,2023-04-14 07:13:18,3500.0,51,58.733333333333334,2.0,Friday,7,50+,Peak,BNN LRT to Cawang UKI,2023-04-10,2023-04-03,1,1,2023-04-14 07:13:18,2023-04-28 17:58:38,2,32,112000.0,3500.0,2023-04-03 06:53:35,2023-04-28 18:11:32,25,3.5714285714285716,397426.22950819664,0.9026548672566371
LWJK443D6Z93AG,4498767637558201,dki,"Zizi Santoso, M.Kom.",M,1970,M3,Kalideres - Bundaran HI via Veteran,0.0,P00074,Grogol 1,-6.166824,106.78971,6,P00088,Jembatan Baru,-6.154831,106.73038,12.0,2023-04-14 07:35:27,3500.0,54,35.7,6.0,Friday,7,50+,Peak,Grogol 1 to Jembatan Baru,2023-04-10,2023-04-03,1,1,2023-04-14 07:35:27,2023-04-28 17:35:43,2,36,126000.0,3500.0,2023-04-03 06:30:30,2023-04-28 05:55:14,24,3.4285714285714284,447104.50819672126,0.9026548672566371
KPTA342H1U44US,4860968417507585403,brizzi,Intan Usada,M,1992,JAK.26,Rawamangun - Duren Sawit,1.0,B05850P,Velodrome 1,-6.193624,106.88875,3,B02070P,Komplek Wijaya Kusuma 1,-6.229588,106.90531,46.0,2023-04-14 06:45:48,0.0,32,50.05,43.0,Friday,6,30-49,Off-Peak,Velodrome 1 to Komplek Wijaya Kusuma 1,2023-04-10,2023-04-03,1,1,2023-04-14 06:45:48,2023-04-28 18:42:38,2,33,0.0,0.0,2023-04-03 07:06:16,2023-04-28 18:52:24,25,3.5714285714285716,0.0,0.9026548672566371
YFPJ139P0J83VP,180097982588566,emoney,"Kamaria Megantara, S.IP",M,1997,9H,Blok M - Universitas Indonesia,1.0,B05680P,Tj. Mas Raya,-6.308428,106.8391,31,B00491P,Gg. Kancil I Lenteng Agung,-6.316507,106.83774,34.0,2023-04-14 05:43:55,3500.0,27,37.0,3.0,Friday,5,18-29,Off-Peak,Tj. Mas Raya to Gg. Kancil I Lenteng Agung,2023-04-10,2023-04-03,1,1,2023-04-14 05:43:55,2023-04-28 18:24:27,2,37,129500.0,3500.0,2023-04-03 05:39:08,2023-04-28 18:40:20,25,3.5714285714285716,459524.0778688524,0.9026548672566371
UPFR039Q6X38LE,4907208153127941689,brizzi,Cemeti Padmasari,F,1993,7C,Cibubur - BKN,1.0,B00226P,Buperta Cibubur,-6.370321,106.89628,1,B00248P,Cibubur Junction,-6.368735,106.89366,2.0,2023-04-14 07:28:00,3500.0,31,45.583333333333336,1.0,Friday,7,30-49,Peak,Buperta Cibubur to Cibubur Junction,2023-04-10,2023-04-03,1,1,2023-04-14 07:28:00,2023-04-28 18:04:23,2,33,115500.0,3500.0,2023-04-03 06:42:30,2023-04-28 19:08:39,25,3.5714285714285716,409845.7991803278,0.9026548672566371
YBOD448A5Z86JQ,2296212953530805,dki,"Gamanto Maheswara, S.H.",F,1974,JAK.42,Kampung Melayu - Pondok Kelapa,1.0,B00354P,Flyover Jatinegara 1,-6.215301,106.87356,36,B04170P,Sbr. Ps. Rawa Bening,-6.216795,106.87037,38.0,2023-04-14 06:06:41,0.0,50,22.133333333333333,2.0,Friday,6,50+,Off-Peak,Flyover Jatinegara 1 to Sbr. Ps. Rawa Bening,2023-04-10,2023-04-03,1,1,2023-04-14 06:06:41,2023-04-28 18:22:39,2,36,0.0,0.0,2023-04-03 06:40:53,2023-04-28 17:51:43,25,3.5714285714285716,0.0,0.9026548672566371
NAFN525W9T12SK,2552369444600479,dki,Nalar Winarno,F,1982,8C,Kebayoran Lama - Tanah Abang,1.0,P00083,Jak Lingko Tanah Abang,-6.185496,106.81105,0,B02317P,Masjid Jami Al Makmur 1,-6.189195,106.81549,9.0,2023-04-14 05:39:40,3500.0,42,20.0,9.0,Friday,5,30-49,Off-Peak,Jak Lingko Tanah Abang to Masjid Jami Al Makmur 1,2023-04-10,2023-04-03,1,1,2023-04-14 05:39:40,2023-04-28 19:55:22,2,32,112000.0,3500.0,2023-04-03 18:12:06,2023-04-28 05:31:59,24,3.4285714285714284,397426.22950819664,0.9026548672566371
QYUK323Y4E91MM,3563151380900971,dki,Indah Habibi,M,1979,8,Lebak Bulus - Pasar Baru via Tomang,1.0,P00172,Permata Hijau,-6.221427,106.78325,16,P00128,Lebak Bulus,-6.289413,106.77415,23.0,2023-04-14 07:04:34,3500.0,45,39.1,7.0,Friday,7,30-49,Peak,Permata Hijau to Lebak Bulus,2023-04-10,2023-04-03,1,1,2023-04-14 07:04:34,2023-04-28 17:57:36,2,35,122500.0,3500.0,2023-04-03 06:38:10,2023-04-28 18:48:10,25,3.5714285714285716,434684.9385245901,0.9026548672566371
XOQE719W0H47WZ,4846285352667528,dki,Ilyas Rahimah,F,1984,JAK.21,Cililitan - Dwikora,0.0,B00561P,Gg. Siluman Cililitan Besar,-6.264959,106.8747,6,B02959P,Pos Jaga Utama 2,-6.261242,106.88827,20.0,2023-04-14 07:20:13,0.0,40,33.03333333333333,14.0,Friday,7,30-49,Peak,Gg. Siluman Cililitan Besar to Pos Jaga Utama 2,2023-04-10,2023-04-03,1,1,2023-04-14 07:20:13,2023-04-28 05:36:40,2,32,0.0,0.0,2023-04-03 07:36:10,2023-04-28 18:00:47,25,3.5714285714285716,0.0,0.9026548672566371
GVGU814Y2D60OW,6563524092020960,dki,Hendra Andriani,M,1992,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,1.0,B00368P,Flyover Radin Inten 1,-6.216112,106.92439,8,B03289P,Rusun Pondok Bambu,-6.241583,106.91085,22.0,2023-04-14 07:04:11,0.0,32,34.38333333333333,14.0,Friday,7,30-49,Peak,Flyover Radin Inten 1 to Rusun Pondok Bambu,2023-04-10,2023-04-03,1,1,2023-04-14 07:04:11,2023-04-28 16:55:36,2,39,0.0,0.0,2023-04-03 07:25:02,2023-04-28 19:13:40,25,3.5714285714285716,0.0,0.9026548672566371
VDCR522N6M69LY,4673419635061948,dki,Martaka Wijaya,M,1989,JAK.54,Grogol - Benhil,0.0,B03824P,Sbr. Jln. Rasamala Dalam,-6.174903,106.80482,24,B03107P,Roxy Square 2,-6.167221,106.79975,32.0,2023-04-14 06:45:19,0.0,35,28.033333333333335,8.0,Friday,6,30-49,Off-Peak,Sbr. Jln. Rasamala Dalam to Roxy Square 2,2023-04-10,2023-04-03,1,1,2023-04-14 06:45:19,2023-04-28 18:00:47,2,35,0.0,0.0,2023-04-03 05:51:14,2023-04-28 18:22:22,25,3.5714285714285716,0.0,0.9026548672566371
AEBR889W7A12YG,4684647405560965,dki,Indra Laksmiwati,M,1987,JAK.43B,Tongtek - Tebet Eco Park (TEP) - Cililitan,1.0,B01794P,Kalibata City 1,-6.255951,106.85404,5,B03889P,Sbr. Kalibata Square,-6.255574,106.85167,9.0,2023-04-14 06:08:03,0.0,37,46.3,4.0,Friday,6,30-49,Off-Peak,Kalibata City 1 to Sbr. Kalibata Square,2023-04-10,2023-04-03,1,1,2023-04-14 06:08:03,2023-04-27 18:55:01,3,34,0.0,0.0,2023-04-03 05:31:37,2023-04-28 18:38:31,25,3.5714285714285716,0.0,0.9026548672566371
RCWS680U2Q85RZ,4087795255830674,dki,Vera Saputra,M,1991,JAK.11,Tanah Abang - Kebayoran Lama,0.0,B00320P,DPP FPI,-6.194368,106.80536,15,B01259P,Jln. Kemandoran VII Grogol Utara,-6.209631,106.78344,31.0,2023-04-14 06:15:56,0.0,33,54.28333333333333,16.0,Friday,6,30-49,Off-Peak,DPP FPI to Jln. Kemandoran VII Grogol Utara,2023-04-10,2023-04-03,1,1,2023-04-14 06:15:56,2023-04-28 17:53:49,2,35,0.0,0.0,2023-04-03 06:36:27,2023-04-28 18:44:22,25,3.5714285714285716,0.0,0.9026548672566371
BTCC526T4M83ZH,4309038731411054,dki,R. Viktor Winarno,F,1999,4E,Rusun Jatinegara Kaum - Pulo Gadung,0.0,B02274P,Masjid Assuada,-6.194327,106.90544,11,B01779P,Jiep 2,-6.192554,106.90569,12.0,2023-04-14 06:31:59,0.0,25,31.9,1.0,Friday,6,18-29,Off-Peak,Masjid Assuada to Jiep 2,2023-04-10,2023-04-03,1,1,2023-04-14 06:31:59,2023-04-28 18:50:31,2,36,0.0,0.0,2023-04-03 07:32:35,2023-04-28 17:59:46,25,3.5714285714285716,0.0,0.9026548672566371
MYJD336R1M12OX,4693229754928686,dki,Laila Pratama,F,1986,S31,Bintaro - Fatmawati,1.0,B01184P,Jln. Kaimun Jaya,-6.292537,106.78705,2,B00148P,Bintaro Xchange,-6.286813,106.72865,5.0,2023-04-14 06:56:36,20000.0,38,57.516666666666666,3.0,Friday,6,30-49,Off-Peak,Jln. Kaimun Jaya to Bintaro Xchange,2023-04-10,2023-04-03,1,1,2023-04-14 06:56:36,2023-04-28 18:02:46,2,35,700000.0,20000.0,2023-04-03 07:31:55,2023-04-28 19:36:08,25,3.5714285714285716,2483913.934426229,0.9026548672566371
TRTP966A9J33AL,2715637868237109,dki,Sutan Bahuwarna Uyainah,M,1996,JAK.23,Senen - Pisangan Baru,0.0,B06427P,Jln. Kemuning Raya 1,-6.197144,106.864674,33,B06432P,Jln. Rasamala,-6.206328,106.871422,38.0,2023-04-14 06:09:47,0.0,28,25.166666666666668,5.0,Friday,6,18-29,Off-Peak,Jln. Kemuning Raya 1 to Jln. Rasamala,2023-04-10,2023-04-03,1,1,2023-04-14 06:09:47,2023-04-28 17:50:41,2,36,0.0,0.0,2023-04-03 07:49:50,2023-04-28 18:29:23,25,3.5714285714285716,0.0,0.9026548672566371
JSVX957U2L61RI,3502800039632328,dki,Kamila Puspita,F,2003,6V,Ragunan - Gelora Bung Karno,1.0,P00071,Gelora Bung Karno,-6.224217,106.8058,0,P00024,Buncit Indah,-6.274333,106.83029,11.0,2023-04-14 06:11:33,3500.0,21,25.933333333333334,11.0,Friday,6,18-29,Off-Peak,Gelora Bung Karno to Buncit Indah,2023-04-10,2023-04-03,1,1,2023-04-14 06:11:33,2023-04-28 18:48:10,2,36,126000.0,3500.0,2023-04-03 05:44:40,2023-04-28 18:44:39,25,3.5714285714285716,447104.50819672126,0.9026548672566371
SFGF006M2T94UI,6515621790318925,dki,Iriana Riyanti,M,1996,JAK.50,Kalideres - Puri Kembangan,0.0,B00465P,Gg. H. Doel Bojong Raya,-6.167321,106.73423,45,B03828P,Sbr. Jln. Ruby Kembangan Utara,-6.179903,106.73422,52.0,2023-04-14 06:53:55,0.0,28,26.9,7.0,Friday,6,18-29,Off-Peak,Gg. H. Doel Bojong Raya to Sbr. Jln. Ruby Kembangan Utara,2023-04-10,2023-04-03,1,1,2023-04-14 06:53:55,2023-04-28 06:33:23,2,37,0.0,0.0,2023-04-03 07:32:35,2023-04-28 17:59:46,25,3.5714285714285716,0.0,0.9026548672566371
NZFI614K7L69YO,4445427212090,online,R.M. Langgeng Nashiruddin,F,2008,M4,Pulo Gadung 2 - Dukuh Atas 2,0.0,P00127,Layur,-6.193539,106.89909,3,P00269,Velodrome,-6.193468,106.8883,5.0,2023-04-14 07:02:07,3500.0,16,23.116666666666667,2.0,Friday,7,Under 18,Peak,Layur to Velodrome,2023-04-10,2023-04-03,1,1,2023-04-14 07:02:07,2023-04-28 18:29:23,2,37,129500.0,3500.0,2023-04-03 06:29:21,2023-04-28 17:24:54,25,3.5714285714285716,459524.0778688524,0.9026548672566371
GSRQ870A6C83GF,5512989045494139,dki,Samsul Iswahyudi,F,2005,JAK.46,Pasar Minggu - Jagakarsa,0.0,B03717P,Sbr. Jln. H. Matasan,-6.317581,106.82484,16,B01733P,Jatipadang Raya,-6.293986,106.82335,26.0,2023-04-14 06:21:44,0.0,19,27.066666666666666,10.0,Friday,6,18-29,Off-Peak,Sbr. Jln. H. Matasan to Jatipadang Raya,2023-04-10,2023-04-03,1,1,2023-04-14 06:21:44,2023-04-28 18:35:44,2,37,0.0,0.0,2023-04-03 06:11:23,2023-04-28 18:04:30,25,3.5714285714285716,0.0,0.9026548672566371
OBRQ943R1Z22HA,4433768133150830,dki,Hendra Simbolon,M,1984,JAK.17,Senen - Pulo Gadung,0.0,B00083P,Atrium 1,-6.177759,106.8412,50,B04647P,Sekolah Penabur Gunung Sahari,-6.170053,106.84024,53.0,2023-04-14 06:46:29,0.0,40,49.36666666666667,3.0,Friday,6,30-49,Off-Peak,Atrium 1 to Sekolah Penabur Gunung Sahari,2023-04-10,2023-04-03,1,1,2023-04-14 06:46:29,2023-04-28 19:14:05,2,30,0.0,0.0,2023-04-03 07:06:57,2023-04-28 17:27:04,25,3.5714285714285716,0.0,0.9026548672566371
SBFD025V4K20NG,4389022563393310,dki,Titi Prasetya,F,2002,1P,Senen - Blok M,0.0,B05693P,Telkom Grapari,-6.18222,106.83297,11,B05637P,Taman Patimura,-6.232872,106.80081,30.0,2023-04-14 06:37:23,3500.0,22,30.283333333333335,19.0,Friday,6,18-29,Off-Peak,Telkom Grapari to Taman Patimura,2023-04-10,2023-04-03,1,1,2023-04-14 06:37:23,2023-04-28 17:57:19,2,30,105000.0,3500.0,2023-04-03 18:05:42,2023-04-28 17:42:59,24,3.4285714285714284,372587.0901639344,0.9026548672566371
LTTL330U3N37HP,6540672233441260,dki,"Emil Widiastuti, S.Gz",M,1998,JAK.11,Tanah Abang - Kebayoran Lama,0.0,B03368P,SDN Grogol Utara 03,-6.214998,106.7777,36,B05455P,St. Kebayoran 2,-6.235723,106.78285,47.0,2023-04-14 05:56:28,0.0,26,49.18333333333333,11.0,Friday,5,18-29,Off-Peak,SDN Grogol Utara 03 to St. Kebayoran 2,2023-04-10,2023-04-03,1,1,2023-04-14 05:56:28,2023-04-28 19:24:21,2,37,0.0,0.0,2023-04-03 07:06:09,2023-04-28 06:33:23,24,3.4285714285714284,0.0,0.9026548672566371
LLZB097J2Y25IZ,180030301738141,emoney,Putri Handayani,F,2003,JAK.112,Terminal Tanah Merah - Pulo Gadung,1.0,B01310P,Jln. Kuning Tua,-6.164733,106.90996,19,B00707P,Grii Kelapa Gading,-6.145063,106.90953,29.0,2023-04-14 05:40:25,0.0,21,32.65,10.0,Friday,5,18-29,Off-Peak,Jln. Kuning Tua to Grii Kelapa Gading,2023-04-10,2023-04-03,1,1,2023-04-14 05:40:25,2023-04-28 18:38:31,2,36,0.0,0.0,2023-04-03 06:05:03,2023-04-28 19:36:12,25,3.5714285714285716,0.0,0.9026548672566371
ODHL507J5W09EP,374659960840503,emoney,Luhung Permadi,F,2005,6D,Stasiun Tebet - Karet via Underpass,1.0,B00611P,Gelora Bung Karno 1,-6.224642,106.8056,15,B00221P,Bundaran Senayan 1,-6.227445,106.80187,17.0,2023-04-14 06:22:29,3500.0,19,56.68333333333333,2.0,Friday,6,18-29,Off-Peak,Gelora Bung Karno 1 to Bundaran Senayan 1,2023-04-10,2023-04-03,1,1,2023-04-14 06:22:29,2023-04-28 18:53:32,2,32,112000.0,3500.0,2023-04-03 06:00:53,2023-04-28 18:00:55,25,3.5714285714285716,397426.22950819664,0.9026548672566371
NRCV268U0B35HQ,4578011445781,online,Ir. Usman Megantara,F,1991,JAK.08,Roxy - Benhil,1.0,B01638P,Jln. Taman Jatibaru Timur,-6.182778,106.8129,25,B00816P,ITC Roxy,-6.16737,106.80248,33.0,2023-04-14 07:08:06,0.0,33,44.31666666666667,8.0,Friday,7,30-49,Peak,Jln. Taman Jatibaru Timur to ITC Roxy,2023-04-10,2023-04-03,1,1,2023-04-14 07:08:06,2023-04-28 18:49:55,2,33,0.0,0.0,2023-04-03 07:28:00,2023-04-28 18:24:08,25,3.5714285714285716,0.0,0.9026548672566371
