transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount,Usia,Durasi Perjalanan,usia
ZHQI433S2Z42KU,180032476190454,emoney,"R.A. Farhunnisa Firmansyah, M.Pd",F,1996,6B,Ragunan - MH Thamrin via Semanggi,1.0,P00261,Tosari,-6.196892,106.82309,2,P00085,Jati Padang,-6.285431,106.82626,12.0,2023-04-06 06:40:12,3500.0,28,0 days 00:36:45,54
UUBE803O1Q03ZB,3535601073732219,dki,R. Unggul Halimah,F,1986,JAK.64,Lenteng Agung - Aseli,1.0,B03899P,Sbr. Kec. Jagakarsa,-6.334583,106.8216,19,B00868P,Jln. Aselih,-6.347277,106.79695,37.0,2023-04-06 05:59:06,0.0,38,0 days 00:28:54,54
VCLN329C5Z53KC,2594772896759927,dki,R.A. Rahmi Firmansyah,M,1984,JAK.88,Terminal Tanjung Priok - Ancol Barat,1.0,B05993P,Polsek Pademangan,-6.12944,106.84317,14,B06875P,Jln. R. E. Martadinata,-6.130036,106.83429,19.0,2023-04-06 07:50:18,0.0,40,0 days 00:56:56,54
DXTO503X4S91PR,4798412351689028870,brizzi,Warsa Gunawan,F,1986,5B,Stasiun Tebet - BNN,0.0,P00015,Bidara Cina,-6.229724,106.86721,9,P00297,BNN LRT,-6.245863,106.871143,12.0,2023-04-06 07:05:18,3500.0,38,0 days 00:49:21,54
VRDU341R1G59JB,3531178674835422,dki,"R. Sadina Sinaga, S.Psi",F,1992,JAK.16,Cililitan - Condet,0.0,B06791P,SDN 11 Batu Ampar,-6.284068,106.85835,16,B02495P,Munggang 1,-6.276272,106.85299,25.0,2023-04-06 06:31:07,0.0,32,0 days 00:25:52,54
CKFE833I2K29TO,676170059098,flazz,"Dt. Vinsen Budiyanto, S.H.",F,2009,3,Kalideres - Bundaran HI via Veteran,1.0,P00091,Jembatan Gantung,-6.155513,106.74946,8,P00201,Rawa Buaya,-6.153908,106.72619,11.0,2023-04-06 06:16:57,3500.0,15,0 days 00:53:32,54
UZDN879C7I05QU,4281653494791,online,Zelda Wibowo,M,1989,11D,Pulo Gebang - Pulo Gadung 2 via PIK,0.0,B00048P,Aneka PIK Penggilingan,-6.202636,106.92867,16,B05823P,United Tractors 1,-6.18326,106.93243,28.0,2023-04-06 06:05:01,3500.0,35,0 days 00:37:38,54
ECGK816C1R40DB,4150186692389,online,Lili Suryatmi,M,1968,JAK.85,Bintara - Cipinang Indah,1.0,B05634P,Taman Pangkalan Jati Kalimalang,-6.24599,106.9053,4,B01677P,Jln. Teluk Mandar 2,-6.238944,106.91004,13.0,2023-04-06 07:00:29,0.0,56,0 days 00:20:54,54
JDSD570K8W94ZZ,3537344445143314,dki,Unjani Mulyani,F,1987,M6,Ragunan - MH Thamrin,1.0,P00164,Pejaten,-6.278404,106.82972,4,P00024,Buncit Indah,-6.274333,106.83029,5.0,2023-04-06 06:00:40,3500.0,37,0 days 00:24:30,54
PVOH945F8L85QC,2245958200404051,dki,Tgk. Hamzah Hutagalung,M,1986,3C,Rusun Kapuk Muara - Penjaringan,0.0,B03277P,Rusun Kapuk Muara,-6.135667,106.76299,0,P00170,Penjaringan,-6.126306,106.79203,1.0,2023-04-06 07:06:44,0.0,38,0 days 00:30:37,54
WCQS413T0G61ZO,4543133446525763,dki,Nova Puspasari,F,1965,12A,Pelabuhan Kaliadem - Kota,0.0,P00138,Museum Fatahillah,-6.13393,106.81209,18,P00013,Kota,-6.13679,106.8149,19.0,2023-04-06 07:20:07,3500.0,59,0 days 00:29:53,54
MDKX121C3Y81RL,4868766606269426510,brizzi,Paulin Nugroho,M,1984,JAK.39,Kalimalang - Duren Sawit,0.0,B01625P,Jln. Swakarsa IV Pondok Kelapa,-6.243335,106.94262,36,B01984P,Klapa Village Pondok Kelapa,-6.238159,106.94153,41.0,2023-04-06 07:23:36,0.0,40,0 days 00:56:35,54
DSKN249U7I13EY,6589314352421169,dki,"H. Rangga Santoso, S.Farm",M,1973,9A,PGC 2 - Grogol 2,1.0,P00297,BNN LRT,-6.245863,106.871143,15,P00033,Cawang UKI,-6.250309,106.8736,17.0,2023-04-06 06:14:12,3500.0,51,0 days 00:32:34,54
IEOY750X6Z48XP,4498767637558201,dki,"Zizi Santoso, M.Kom.",M,1970,M3,Kalideres - Bundaran HI via Veteran,0.0,P00074,Grogol 1,-6.166824,106.78971,6,P00088,Jembatan Baru,-6.154831,106.73038,12.0,2023-04-06 06:22:17,3500.0,54,0 days 00:46:16,54
PLQY702P2F74TK,4860968417507585403,brizzi,Intan Usada,M,1992,JAK.26,Rawamangun - Duren Sawit,1.0,B05850P,Velodrome 1,-6.193624,106.88875,3,B02070P,Komplek Wijaya Kusuma 1,-6.229588,106.90531,46.0,2023-04-06 06:47:19,0.0,32,0 days 00:31:42,54
EXWR559C5R66RR,180097982588566,emoney,"Kamaria Megantara, S.IP",M,1997,9H,Blok M - Universitas Indonesia,1.0,B05680P,Tj. Mas Raya,-6.308428,106.8391,31,B00491P,Gg. Kancil I Lenteng Agung,-6.316507,106.83774,34.0,2023-04-06 06:12:30,3500.0,27,0 days 00:31:14,54
DTLZ049O9B04CM,2296212953530805,dki,"Gamanto Maheswara, S.H.",F,1974,JAK.42,Kampung Melayu - Pondok Kelapa,1.0,B00354P,Flyover Jatinegara 1,-6.215301,106.87356,36,B04170P,Sbr. Ps. Rawa Bening,-6.216795,106.87037,38.0,2023-04-06 07:22:05,0.0,50,0 days 00:24:24,54
UDCE360Z2F94SF,3563151380900971,dki,Indah Habibi,M,1979,8,Lebak Bulus - Pasar Baru via Tomang,1.0,P00172,Permata Hijau,-6.221427,106.78325,16,P00128,Lebak Bulus,-6.289413,106.77415,23.0,2023-04-06 05:58:24,3500.0,45,0 days 00:24:08,54
UJZP677S1F74WU,4846285352667528,dki,Ilyas Rahimah,F,1984,JAK.21,Cililitan - Dwikora,0.0,B00561P,Gg. Siluman Cililitan Besar,-6.264959,106.8747,6,B02959P,Pos Jaga Utama 2,-6.261242,106.88827,20.0,2023-04-06 06:26:45,0.0,40,0 days 00:20:51,54
ETMO102P5W01CZ,6563524092020960,dki,Hendra Andriani,M,1992,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,1.0,B00368P,Flyover Radin Inten 1,-6.216112,106.92439,8,B03289P,Rusun Pondok Bambu,-6.241583,106.91085,22.0,2023-04-06 06:19:23,0.0,32,0 days 00:48:14,54
JGNY496Q4G66RF,4673419635061948,dki,Martaka Wijaya,M,1989,JAK.54,Grogol - Benhil,0.0,B03824P,Sbr. Jln. Rasamala Dalam,-6.174903,106.80482,24,B03107P,Roxy Square 2,-6.167221,106.79975,32.0,2023-04-06 05:39:02,0.0,35,0 days 00:20:06,54
EMRJ590Y0J78IT,4684647405560965,dki,Indra Laksmiwati,M,1987,JAK.43B,Tongtek - Tebet Eco Park (TEP) - Cililitan,1.0,B01794P,Kalibata City 1,-6.255951,106.85404,5,B03889P,Sbr. Kalibata Square,-6.255574,106.85167,9.0,2023-04-06 07:49:31,0.0,37,0 days 00:50:40,54
GJTG746S4S78OR,213115245142137,emoney,Estiono Simbolon,F,1994,JAK.80,Rawa Buaya - Rawa Kompeni,1.0,B06119P,Jln. Prima,-6.123869,106.71834,27,B04437P,Sbr. SMAN 95,-6.126402,106.70406,34.0,2023-04-06 06:15:42,0.0,30,0 days 00:57:43,54
PSEB319S6K61OD,4087795255830674,dki,Vera Saputra,M,1991,JAK.11,Tanah Abang - Kebayoran Lama,0.0,B00320P,DPP FPI,-6.194368,106.80536,15,B01259P,Jln. Kemandoran VII Grogol Utara,-6.209631,106.78344,31.0,2023-04-06 07:12:26,0.0,33,0 days 00:59:35,54
OEFS554Q7F03NH,4309038731411054,dki,R. Viktor Winarno,F,1999,4E,Rusun Jatinegara Kaum - Pulo Gadung,0.0,B02274P,Masjid Assuada,-6.194327,106.90544,11,B01779P,Jiep 2,-6.192554,106.90569,12.0,2023-04-06 06:16:05,0.0,25,0 days 00:57:43,54
OFLN192Y8M96ZX,4693229754928686,dki,Laila Pratama,F,1986,S31,Bintaro - Fatmawati,1.0,B01184P,Jln. Kaimun Jaya,-6.292537,106.78705,2,B00148P,Bintaro Xchange,-6.286813,106.72865,5.0,2023-04-06 06:43:04,20000.0,38,0 days 00:27:39,54
RPMH781U5F24PT,2715637868237109,dki,Sutan Bahuwarna Uyainah,M,1996,JAK.23,Senen - Pisangan Baru,0.0,B06427P,Jln. Kemuning Raya 1,-6.197144,106.864674,33,B06432P,Jln. Rasamala,-6.206328,106.871422,38.0,2023-04-06 07:37:55,0.0,28,0 days 00:44:33,54
JVZP547C9U32JP,3502800039632328,dki,Kamila Puspita,F,2003,6V,Ragunan - Gelora Bung Karno,1.0,P00071,Gelora Bung Karno,-6.224217,106.8058,0,P00024,Buncit Indah,-6.274333,106.83029,11.0,2023-04-06 07:28:26,3500.0,21,0 days 00:33:48,54
TRSK947G5C01YN,6515621790318925,dki,Iriana Riyanti,M,1996,JAK.50,Kalideres - Puri Kembangan,0.0,B00465P,Gg. H. Doel Bojong Raya,-6.167321,106.73423,45,B03828P,Sbr. Jln. Ruby Kembangan Utara,-6.179903,106.73422,52.0,2023-04-06 06:38:48,0.0,28,0 days 00:25:52,54
YMDJ607G2J63FQ,4445427212090,online,R.M. Langgeng Nashiruddin,F,2008,M4,Pulo Gadung 2 - Dukuh Atas 2,0.0,P00127,Layur,-6.193539,106.89909,3,P00269,Velodrome,-6.193468,106.8883,5.0,2023-04-06 05:51:02,3500.0,16,0 days 00:45:32,54
IBOR281R4B93UO,5512989045494139,dki,Samsul Iswahyudi,F,2005,JAK.46,Pasar Minggu - Jagakarsa,0.0,B03717P,Sbr. Jln. H. Matasan,-6.317581,106.82484,16,B01733P,Jatipadang Raya,-6.293986,106.82335,26.0,2023-04-06 06:59:25,0.0,19,0 days 00:41:43,54
YSGF119J8K49WT,4433768133150830,dki,Hendra Simbolon,M,1984,JAK.17,Senen - Pulo Gadung,0.0,B00083P,Atrium 1,-6.177759,106.8412,50,B04647P,Sekolah Penabur Gunung Sahari,-6.170053,106.84024,53.0,2023-04-06 06:54:49,0.0,40,0 days 00:23:44,54
MXCW872E1N58LQ,4389022563393310,dki,Titi Prasetya,F,2002,1P,Senen - Blok M,0.0,B05693P,Telkom Grapari,-6.18222,106.83297,11,B05637P,Taman Patimura,-6.232872,106.80081,30.0,2023-04-06 06:22:13,3500.0,22,0 days 00:24:33,54
LDJW177C8T12DP,4231995142673,online,Dalima Winarsih,F,2008,5F,Kampung Melayu - Tanah Abang,1.0,B02151P,London School,-6.205065,106.81662,8,B01804P,Kampung Melayu Besar 2,-6.225314,106.86292,24.0,2023-04-06 07:50:58,3500.0,16,0 days 00:58:01,54
JKGV116K4B53WR,6540672233441260,dki,"Emil Widiastuti, S.Gz",M,1998,JAK.11,Tanah Abang - Kebayoran Lama,0.0,B03368P,SDN Grogol Utara 03,-6.214998,106.7777,36,B05455P,St. Kebayoran 2,-6.235723,106.78285,47.0,2023-04-06 06:10:08,0.0,26,0 days 00:48:24,54
WDIT318C2Q62QC,180030301738141,emoney,Putri Handayani,F,2003,JAK.112,Terminal Tanah Merah - Pulo Gadung,1.0,B01310P,Jln. Kuning Tua,-6.164733,106.90996,19,B00707P,Grii Kelapa Gading,-6.145063,106.90953,29.0,2023-04-06 06:03:51,0.0,21,0 days 00:36:06,54
ESTX565C3V43VX,4578011445781,online,Ir. Usman Megantara,F,1991,JAK.08,Roxy - Benhil,1.0,B01638P,Jln. Taman Jatibaru Timur,-6.182778,106.8129,25,B00816P,ITC Roxy,-6.16737,106.80248,33.0,2023-04-06 07:45:18,0.0,33,0 days 00:48:39,54
JJCJ683N6Y96TN,587537853984,flazz,"Raisa Putra, M.Ak",F,1989,7D,Pancoran - Kampung Rambutan,1.0,B04290P,Sbr. RS Moh Ridwan Meuraksa,-6.294767,106.88167,4,P00145,Pancoran Tugu Arah Barat,-6.2433,106.84388,14.0,2023-04-06 07:22:25,3500.0,35,0 days 00:35:00,54
XUII599Y0W09AK,3560553042793780,dki,"Danu Pradipta, S.Pd",M,1977,JAK.112,Terminal Tanah Merah - Pulo Gadung,1.0,B04287P,Sbr. RS Mediros,-6.179204,106.90379,9,B04878P,Simpang Jln. Tarian Raya Barat,-6.170599,106.9099,14.0,2023-04-06 06:00:02,0.0,47,0 days 00:24:37,54
PUKW641J6F80FV,180060352930644,emoney,R. Sabrina Megantara,M,1997,11K,Rusun Komarudin - Penggilingan,0.0,P00270,Walikota Jakarta Timur,-6.21254,106.94537,1,P00169,Penggilingan,-6.214132,106.93961,2.0,2023-04-06 06:19:58,0.0,27,0 days 00:23:32,54
XZHN078B1X14WG,4582951929146910,dki,H. Jarwadi Suartini,M,2002,JAK.11,Tanah Abang - Kebayoran Lama,1.0,B01335P,Jln. Madrasah II Sukabumi Selatan,-6.209608,106.78336,18,B05102P,Simpang Rawa Belong Palmerah Barat,-6.20663,106.78342,20.0,2023-04-06 06:05:39,0.0,22,0 days 00:22:59,54
ZWDU822O0L54IT,180005992866880,emoney,R.A. Puti Permadi,M,1987,9D,Pasar Minggu - Tanah Abang,0.0,B02541P,Otorita Asahan,-6.223991,106.8159,16,B02470P,Mja Rawa Bambu,-6.292069,106.84179,44.0,2023-04-06 07:26:56,3500.0,37,0 days 00:33:37,54
RYXE068N8H36CP,4684821109015770,dki,Paramita Budiyanto,F,1997,8C,Kebayoran Lama - Tanah Abang,1.0,B04301P,Sbr. RSUD Tanah Abang,-6.191139,106.81506,10,B05783P,TPU Karet Bivak,-6.201241,106.814,16.0,2023-04-06 06:32:41,3500.0,27,0 days 00:58:41,54
DCDS507I0R98JD,213146091952345,emoney,Raina Kusmawati,F,1996,JAK.43B,Tongtek - Tebet Eco Park (TEP) - Cililitan,0.0,B04112P,Sbr. Mushola Al Hidayah Bukit Duri,-6.222635,106.85527,8,B05438P,St. Duren Kalibata 2,-6.256023,106.85547,24.0,2023-04-06 07:39:39,0.0,28,0 days 00:46:43,54
CMRI262A4S79NU,4071961106848962,dki,"Drs. Genta Irawan, M.Pd",M,1993,10B,Rusun Cipinang Besar Selatan - Penas Kalimalang,0.0,B03270P,Rusun Cipinang Besar Selatan,-6.231625,106.88288,0,B05785P,TPU Kb. Nanas 2,-6.232106,106.88017,1.0,2023-04-06 06:25:53,0.0,31,0 days 00:26:10,54
SEZK852P9Q78DJ,180062659848800,emoney,Bajragin Usada,M,2008,5,Matraman Baru - Ancol,0.0,P00021,Budi Utomo,-6.166063,106.83906,9,P00140,Pademangan,-6.133704,106.83164,13.0,2023-04-06 18:46:46,3500.0,16,0 days 01:38:00,54
GGLJ881B2G25WP,4885331907664776,dki,Gandi Widodo,F,1997,6C,Stasiun Tebet - Karet via Patra Kuningan,1.0,B03318P,Sawo Kecik Raya,-6.224852,106.85489,10,P00235,Stasiun Tebet,-6.225503,106.85814,11.0,2023-04-06 17:47:21,3500.0,27,0 days 01:03:57,54
LSIY645U7O81WC,4996225095064169,dki,Emong Wastuti,F,1992,R1A,Pantai Maju - Kota,1.0,B02389P,Mayang Permai,-6.116421,106.75963,30,B04990P,Simpang Mandara Permai 2,-6.116512,106.75622,31.0,2023-04-06 17:19:03,3500.0,32,0 days 00:53:07,54
ZLVJ345J7G08TA,639099174703,flazz,Surya Wacana,F,1978,11D,Pulo Gebang - Pulo Gadung 2 via PIK,1.0,B02947P,Pool Taksi,-6.188631,106.93426,7,B02548P,Pajak Dan Retribusi Cakung,-6.205256,106.9312,18.0,2023-04-06 19:13:58,3500.0,46,0 days 01:17:00,54
DEBE414X3Y63NX,570928206772,flazz,Embuh Mardhiyah,M,1982,12,Tanjung Priok - Pluit,1.0,P00241,Sunter Kelapa Gading Arah Utara,-6.1429,106.89076,15,P00272,Walikota Jakarta Utara Arah Utara,-6.118842,106.89314,17.0,2023-04-06 17:13:48,3500.0,42,0 days 00:50:43,54
FSIT280T9N95RC,2251412124634980,dki,Tirta Siregar,F,1993,1T,Cibubur - Balai Kota,1.0,B00325P,Dukuh Atas 3,-6.20565,106.8225,7,B02873P,Plaza Sentral,-6.216247,106.81676,12.0,2023-04-06 17:30:18,20000.0,31,0 days 01:28:01,54
NGBU849E5C04NK,213155822653833,emoney,"R. Devi Hariyah, S.T.",M,1974,JAK.18,Kalibata - Kuningan,1.0,B01567P,Jln. Sawo III,-6.216545,106.84427,10,B02230P,Masjid Al Barakah Assyafiiyah,-6.220472,106.8508,15.0,2023-04-06 18:43:14,0.0,50,0 days 00:57:24,54
JAZH310H0P74QW,3587341902618993,dki,Darmanto Rajasa,F,1991,JAK.03,Lebak Bulus - Andara,0.0,B01204P,Jln. Karang Tengah Raya,-6.309964,106.78105,11,B01493P,Jln. Pinang II Pondok Labu,-6.310414,106.79665,22.0,2023-04-06 17:37:28,0.0,33,0 days 00:54:10,54
QMYO183V3Q13MZ,6510013988638519,dki,"Cagak Maheswara, S.Sos",F,1992,B14,Bekasi Barat - Kuningan,0.0,B01963P,Kemenkes 2,-6.2287,106.83302,8,B04686P,Setiabudi Utara 2,-6.207513,106.8294,15.0,2023-04-06 19:12:29,20000.0,32,0 days 01:38:16,54
LPVT898P4A21OO,3580401035990896,dki,"T. Dadap Pradana, M.Ak",M,2004,1Q,Rempoa - Blok M,1.0,B05642P,Taman Puring 2,-6.242596,106.78793,8,B01154P,Jln. IKPN Bintaro,-6.25997,106.76787,20.0,2023-04-06 18:52:45,3500.0,20,0 days 01:57:09,54
BNOJ662N5M02BM,5541851157087967,dki,"Oskar Widiastuti, S.Farm",F,1997,5M,Kampung Melayu - Tanah Abang via Cikini,0.0,B01786P,JPO Blok E,-6.184738,106.81492,29,B00159P,Blok F,-6.188552,106.81249,31.0,2023-04-06 18:47:20,3500.0,27,0 days 01:09:13,54
BLDY076R4O49AS,6575130739600630,dki,Danuja Usada,F,2002,4,Pulo Gadung 2 - Tosari,0.0,P00188,Pramuka BPKP,-6.192192,106.87401,5,P00135,Matraman 2,-6.19891,106.8545,9.0,2023-04-06 19:13:27,3500.0,22,0 days 01:44:46,54
RYMR804D7C80XQ,4056836188316,online,Nadine Utami,M,1975,JAK.46,Pasar Minggu - Jagakarsa,0.0,B01591P,Jln. SMP 175,-6.319534,106.82512,15,B03539P,Sbr. Gg. H. Yusuf Jati Padang,-6.29314,106.82863,27.0,2023-04-06 17:08:04,0.0,49,0 days 01:06:56,54
URKJ748T0U68RB,4532407180860336,dki,H. Lutfan Nurdiyanti,M,2011,S22,Ciputat - Kampung Rambutan,1.0,B03033P,Pusdiklat Kemenag 2,-6.312209,106.75252,20,B02919P,Pom Bensin Ciputat,-6.321313,106.74627,22.0,2023-04-06 18:07:54,3500.0,13,0 days 01:03:10,54
NDEW582N9R35CA,4556326832434362836,brizzi,Sari Nababan,F,2004,13,Ciledug - Tendean,0.0,P00096,JORR,-6.236104,106.75488,3,P00044,CSW 1,-6.23994,106.79843,10.0,2023-04-06 17:58:54,3500.0,20,0 days 01:45:47,54
PXOE203I0V07LT,4969284110642,online,"Hj. Ophelia Haryanti, S.Sos",M,2002,9E,Kebayoran Lama - Jelambar,0.0,B01792P,Juraganan,-6.220342,106.79119,6,P00190,Ps. Palmerah,-6.207817,106.79695,11.0,2023-04-06 18:48:24,3500.0,22,0 days 00:59:22,54
IOIR812T2X47YI,502034641014,flazz,"Adikara Kurniawan, S.Sos",M,2003,M9,Pinang Ranti - Pluit,0.0,P00090,Jembatan Dua,-6.143279,106.79352,21,P00181,Pluit,-6.115795,106.79037,24.0,2023-04-06 17:38:47,3500.0,21,0 days 01:27:32,54
ZYBY937A9V80HT,5430018591726410,dki,Karna Waskita,M,1981,JAK.88,Terminal Tanjung Priok - Ancol Barat,1.0,B05970P,SMA 40,-6.13136,106.84143,12,B06875P,Jln. R. E. Martadinata,-6.130036,106.83429,19.0,2023-04-06 18:37:06,0.0,43,0 days 01:18:57,54
OWVM030E6M02JW,378872365541693,emoney,Aslijan Irawan,F,2009,T11,Poris Plawad - Bundaran Senayan,0.0,B02871P,Plaza Senayan 1,-6.224748,106.798376,23,B04674P,Senayan City,-6.227767,106.798089,24.0,2023-04-06 19:47:32,3500.0,15,0 days 01:49:13,54
AGQR862T3P12TV,343851798729291,emoney,Garang Utama,F,1997,JAK.16,Cililitan - Condet,1.0,B03038P,Puskesmas Balekambang,-6.284147,106.85164,14,B00410P,Gg. Ayama,-6.27204,106.8671,29.0,2023-04-06 17:55:31,0.0,27,0 days 00:58:13,54
UVVK136R3H26LY,676293109036,flazz,Fathonah Saefullah,M,1983,6V,Ragunan - Gelora Bung Karno,1.0,P00228,SMK 57,-6.290967,106.82365,14,P00199,Ragunan,-6.305769,106.81949,16.0,2023-04-06 18:55:24,3500.0,41,0 days 01:09:01,54
XNGI816R9K21KI,213191293100137,emoney,Darman Purwanti,M,1999,11Q,Kampung Melayu - Pulo Gebang via BKT,1.0,P00086,Jatinegara RS Premier,-6.221412,106.86807,2,B00767P,Hero Basuki Rahmat,-6.22764,106.88296,6.0,2023-04-06 17:54:58,3500.0,25,0 days 01:53:01,54
PZCX646Z0X61FE,2295833910329055,dki,Taufik Farida,F,1981,JAK.02,Kampung Melayu - Duren Sawit,1.0,B02339P,Masjid Jami Attaubah 2,-6.231559,106.87297,29,B05706P,Term. Kampung Melayu,-6.224804,106.86697,36.0,2023-04-06 17:37:00,0.0,43,0 days 01:32:18,54
ZLCF768K6G84OF,4968156435384914,dki,Martana Suartini,F,2007,11,Pulo Gebang - Matraman,1.0,P00080,Imigrasi Jakarta Timur,-6.214632,106.88227,4,P00234,Stasiun Klender,-6.213532,106.89866,6.0,2023-04-06 18:55:51,3500.0,17,0 days 00:58:07,54
HWLS786H1L95EL,676367323901,flazz,Eluh Nugroho,F,2011,1C,Pesanggrahan - Blok M,1.0,B04684P,Seskoal 1,-6.238155,106.77231,11,B02008P,Kolong Tol Guru Saleh,-6.257605,106.76529,37.0,2023-04-06 18:35:30,3500.0,13,0 days 01:52:11,54
UCUA180U8E49RW,4384653483539395,dki,"Cut Hana Maulana, S.H.",F,1979,3B,Rusun Flamboyan - Cengkareng,1.0,B04136P,Sbr. Ps. Cengkareng,-6.151851,106.72708,1,B00192P,BSI Cengkareng,-6.147973,106.72781,3.0,2023-04-06 17:32:35,0.0,45,0 days 00:58:01,54
SGTH471Q2F05XI,4682220924642,online,"Drs. Nadia Ramadan, S.Sos",M,1960,M1,Blok M - Kota,1.0,P00256,MH Thamrin,-6.188149,106.82299,10,P00261,Tosari,-6.196892,106.82309,12.0,2023-04-06 18:24:33,3500.0,64,0 days 01:12:57,54
BPXI787T7J86SC,3589380857722689,dki,drg. Lukman Hidayanto,M,1995,JAK.46,Pasar Minggu - Jagakarsa,0.0,B03746P,Sbr. Jln. Kebagusan III,-6.309188,106.827,19,B01965P,Kementan,-6.294976,106.82448,25.0,2023-04-06 18:30:55,0.0,29,0 days 01:31:41,54
GLLR822H4S30RP,4394677357168120,dki,"Ibrahim Prayoga, S.H.",F,2001,7E,Kampung Rambutan - Ragunan,1.0,B01062P,Jln. Gabus Raya,-6.301222,106.83623,7,P00247,Tanah Merdeka Arah Timur,-6.307866,106.87389,16.0,2023-04-06 18:03:26,3500.0,23,0 days 01:38:51,54
CYLS690T3A68WI,4905734029265594,dki,Ega Andriani,F,1990,1P,Senen - Blok M,1.0,B00113P,Bank Indonesia 2,-6.182667,106.82275,18,B05442P,St. Gambir 2,-6.17568,106.8307,25.0,2023-04-06 19:42:55,3500.0,34,0 days 01:59:02,54
XLYP128J5T35NN,379334845079777,emoney,Salman Ramadan,M,1968,7D,Pancoran - Kampung Rambutan,1.0,B01762P,Jembatan Pintu Satu,-6.300382,106.88363,2,P00029,Cawang Ciliwung Arah Barat,-6.243292,106.86359,11.0,2023-04-06 18:00:32,3500.0,56,0 days 01:36:44,54
ZVGG671F8S13CM,346910704516122,emoney,Zizi Nasyiah,M,1985,6H,Senen - Lebak Bulus,0.0,B02840P,Pintu Air Menteng,-6.19598,106.83266,21,P00103,Karet Kuningan,-6.21667,106.830737,28.0,2023-04-06 19:03:51,3500.0,39,0 days 01:34:54,54
MGLK521T9G82VP,2247096843683316,dki,"Tgk. Aris Pradipta, M.M.",F,2010,14,Jakarta International Stadium - Senen,0.0,B04517P,Sbr. Sunter Icon,-6.134808,106.85595,5,B00292P,Danau Agung 1,-6.147281,106.8582,8.0,2023-04-06 19:47:05,3500.0,14,0 days 01:54:27,54
SRHK512S6D97BX,675990206087,flazz,Margana Narpati,F,1989,BW9,Monas - Pantai Indah Kapuk,0.0,B06049P,Melody Golf,-6.091746,106.7461,7,B06040P,Pantai Maju,-6.093637,106.75068,8.0,2023-04-06 17:52:56,0.0,35,0 days 01:31:06,54
MPXJ350E9A46EQ,4947438345710982,dki,Rahayu Rahayu,F,2006,5M,Kampung Melayu - Tanah Abang via Cikini,0.0,B01786P,JPO Blok E,-6.184738,106.81492,29,B02830P,Pharmin,-6.182988,106.81306,30.0,2023-04-06 17:37:10,3500.0,18,0 days 01:02:22,54
NADK354X9G14BL,3539535695881465,dki,"Dr. Zulfa Tamba, S.E.I",M,1986,2,Pulo Gadung - Monas,1.0,P00037,Cempaka Tengah,-6.170398,106.86659,8,P00192,Pulo Gadung 1,-6.183239,106.90907,15.0,2023-04-06 18:33:45,3500.0,38,0 days 01:40:19,54
UAWF442D8A81ON,574726750023,flazz,drg. Lukita Rajata,F,1983,JAK.15,Bulak Turi - Tanjung Priok,1.0,B03236P,Ruko Enggano,-6.10982,106.88493,1,B02620P,Ps. Jongkok,-6.108844,106.93442,30.0,2023-04-06 18:56:01,0.0,41,0 days 01:29:05,54
DVGN454Q1C03DB,344303671677311,emoney,"R. Mila Wahyuni, S.Sos",F,2006,R1A,Pantai Maju - Kota,0.0,B05252P,SMAK Penabur Enam 1,-6.114247,106.77389,17,B00079P,Aston Pluit 1,-6.124693,106.79511,28.0,2023-04-06 18:07:04,3500.0,18,0 days 00:56:08,54
QTSV831E1J71BM,3544931989278653,dki,"Artawan Iswahyudi, M.Pd",M,1991,6N,Ragunan - Blok M via Kemang,1.0,B06577P,Blok M Jalur 2,-6.243369,106.80188,0,B00067P,Arsip Nasional RI 2,-6.279481,106.81995,15.0,2023-04-06 18:55:43,3500.0,33,0 days 01:18:53,54
VDRD762P9C29VQ,4017802962833960,dki,Aurora Hasanah,F,1990,M11,Pulo Gebang - Pulo Gadung 2,1.0,P00059,Flyover Radin Inten,-6.215982,106.92438,4,P00169,Penggilingan,-6.214132,106.93961,6.0,2023-04-06 17:51:27,3500.0,34,0 days 01:05:44,54
NSYU386J2T00EU,5465310774429054,dki,Hj. Rahmi Hartati,F,2010,JAK.112,Terminal Tanah Merah - Pulo Gadung,1.0,B01516P,Jln. Primanota,-6.168008,106.91097,16,B00173P,Boulevard Kelapa Hybrida Raya 2,-6.148396,106.90935,28.0,2023-04-06 18:21:37,0.0,14,0 days 01:24:49,54
LNIC607C3Y98MS,347394043585982,emoney,Darmaji Wahyuni,F,2003,9N,Pinang Ranti - Pramuka,1.0,P00016,BKN,-6.257751,106.87,0,P00064,Garuda Taman Mini,-6.290154,106.88116,1.0,2023-04-06 19:41:05,3500.0,21,0 days 01:43:40,54
PALA898B9J92VC,4723250872219869,dki,Cager Setiawan,M,1965,JAK.43B,Tongtek - Tebet Eco Park (TEP) - Cililitan,1.0,B04133P,Sbr. Ps. Bukit Duri,-6.217564,106.85417,39,B05772P,Tongtek,-6.21662,106.8628,42.0,2023-04-06 19:46:50,0.0,59,0 days 01:51:57,54
